time,open,high,low,close
1740858360,-0.9934647150656993,-1.0100164537172687,-0.9754994159884248,-0.99640171546805
1740858420,-0.9965312435863114,-0.9837619451203944,-0.978379814707406,-0.9812764756545542
1740858480,-0.9809944004617966,-0.9935427607142199,-0.962470717626274,-0.9702458945708267
1740858540,-0.9702034591120066,-0.9935427607142199,-0.9686681525228615,-0.9846071266935574
1740858600,-0.984564388888775,-1.0067808009498047,-0.986961149277291,-1.006710538134233
1740858660,-1.0066814177825438,-1.0162310172391276,-0.9878696368928094,-1.0035805711430321
1740858720,-1.003537433891721,-1.007037542962874,-0.9790242070858589,-0.9895608539788467
1740858780,-0.9900285131872683,-0.9916576412757835,-0.9683934934763085,-0.9722069650028814
1740858840,-0.97216448825779,-0.9697149916929422,-0.9502871240227471,-0.9636162794477307
1740858900,-0.9634965281914986,-0.9847326409506321,-0.9546992751167399,-0.9723407543680863
1740858960,-0.9718405839823645,-0.9889565746177231,-0.9593755214478034,-0.9759706710924144
1740859020,-0.9759386772062332,-0.9853270162959606,-0.9560831341589927,-0.9681932840467875
1740859080,-0.9679466912799607,-0.9779483211805856,-0.9434276903985674,-0.9566521909116276
1740859140,-0.9566100416400497,-0.9797560663137127,-0.9405719405683769,-0.9623065519778462
1740859200,-0.9622009110897917,-0.9768510128507514,-0.9581501195477972,-0.9758509648182864
1740859260,-0.9757485594793549,-0.9965498075796316,-0.9646222134909429,-0.9841775924157993
1740859320,-0.9840609289824087,-0.9971265978555759,-0.966273689040092,-0.9758404024999813
1740859380,-0.9739706066631565,-0.9934829714782999,-0.9664708801504373,-0.9908072075388954
1740859440,-0.9903841037505059,-1.001202816939805,-0.9694815658530433,-0.9831143190397093
1740859500,-0.9831983578141504,-0.9918827301639548,-0.9588297246245282,-0.9751186440824368
1740859560,-0.9750725853393359,-0.998406790907051,-0.964270086508182,-0.9797590225913242
1740859620,-0.9809556727766912,-1.002806575268026,-0.9660131150728472,-0.9826214108521206
1740859680,-0.9825963183456983,-1.0031617936696697,-0.9709957118789109,-0.9911768886795894
1740859740,-0.9908593980677092,-1.0044208846378797,-0.9747775556737641,-0.9837621412291182
1740859800,-0.9840151599000099,-0.984876838519618,-0.9632700458771425,-0.9653977904685934
1740859860,-0.9655209299129114,-0.98012535277087,-0.951942120841722,-0.9592998120335399
1740859920,-0.9592576070217894,-0.9682202607949284,-0.9469947367339364,-0.9685735275057866
1740859980,-0.9685452100497688,-0.9844336947710273,-0.9632277906392077,-0.9820580872091578
1740860040,-0.9819273856029674,-0.9971969381331285,-0.9658229665021586,-0.9752735580842518
1740860100,-0.9750268162569371,-0.9887877579515959,-0.9853730565850363,-0.9692882443777928
1740860160,-0.9684149441998707,-0.9752296694531409,-0.9568613347908912,-0.9527476539113514
1740860220,-0.9526915040471219,-0.9497453868954792,-0.9368464370907666,-0.9387596237020814
1740860280,-0.9387178511214033,-0.9575566747178021,-0.9226838898441255,-0.9385518981087408
1740860340,-0.9386016680660868,-0.9601416799178986,-0.9321525844105641,-0.9384533164712231
1740860400,-0.9385453368877558,-0.9525730660531311,-0.922328241591539,-0.9427064099755781
1740860460,-0.9426786370980806,-0.9500935712693661,-0.9201344904889405,-0.9285599449917212
1740860520,-0.9286909013777807,-0.9339680626402094,-0.9116447089345765,-0.9225535066486521
1740860580,-0.9224803889663508,-0.9442482942046647,-0.922972633969992,-0.9454455711894747
1740860640,-0.9454036578500365,-0.9655121601091112,-0.9344625374174744,-0.9534553292378242
1740860700,-0.9534625370505826,-0.9687161597516774,-0.9348111431304095,-0.9544904364317656
1740860760,-0.9544201670822774,-0.9681815736422738,-0.9323885094890133,-0.948177690857833
1740860820,-0.9481357199992806,-0.9679881378790004,-0.9330505082166053,-0.9526913215470592
1740860880,-0.9522232511272118,-0.9696587194708981,-0.9495687849779173,-0.9632430775342699
1740860940,-0.9633873865334753,-0.9681182673924729,-0.940515600251134,-0.9491423825964053
1740861000,-0.9487412801663819,-0.9631979649776027,-0.9361034491571412,-0.9548988460729083
1740861060,-0.954853213015726,-0.9702179246774478,-0.9368288307416276,-0.9528321524577974
1740861120,-0.9528569768834813,-0.9746986003576132,-0.9390507520028477,-0.9583597657043496
1740861180,-0.9584513670318725,-0.9659517868438211,-0.9383042427993964,-0.9481847324033714
1740861240,-0.9483856896031443,-0.957212007357791,-0.9244550885674122,-0.9380026575568549
1740861300,-0.9378658420490875,-0.9535332108417361,-0.9218634339742923,-0.934893815202264
1740861360,-0.9348274791176436,-0.9496644955762888,-0.9128208130569965,-0.9356296567108804
1740861420,-0.9352077145714053,-0.9555273577103798,-0.9182083558932382,-0.9394849028923926
1740861480,-0.939492404823508,-0.9627055830347245,-0.9263777018932886,-0.9467095286133669
1740861540,-0.9464457846492306,-0.9595051004060394,-0.9267896904631181,-0.9386680836101021
1740861600,-0.9385981473674427,-0.9573597219406529,-0.9235501222217195,-0.934679048063385
1740861660,-0.9350844901188006,-0.9584605472843682,-0.921609902546704,-0.9390025570231091
1740861720,-0.9387741822997395,-0.960331598667291,-0.9257051393562141,-0.9478537797631311
1740861780,-0.9473858111876998,-0.9613409816501884,-0.9229761552398177,-0.9430831326618054
1740861840,-0.943051831154549,-0.9635180132404676,-0.9239761958708572,-0.9416818650999418
1740861900,-0.9415872205178437,-0.9529212504270232,-0.9220113273070512,-0.9356366982564188
1740861960,-0.9355949914224602,-0.9576832872173988,-0.9236275901579273,-0.9401538497184118
1740862020,-0.9401085270865468,-0.9550666288924046,-0.9208070530260097,-0.9352705378884915
1740862080,-0.9352288387632801,-0.944121681705068,-0.912352484169924,-0.9322532356258851
1740862140,-0.931796157583493,-0.9515847851535041,-0.9260185323708711,-0.9440478244003777
1740862200,-0.9440904372551041,-0.9651288055964454,-0.9352090466209309,-0.955919870175778
1740862260,-0.9558777363216945,-0.9698802913451935,-0.9341561869424742,-0.9465827807937005
1740862320,-0.9466077367869459,-0.9593960729758271,-0.9254445653889692,-0.9365626614945374
1740862380,-0.9363413795353969,-0.9460068011435043,-0.9138384600371751,-0.9255954543206404
1740862440,-0.9255433967883135,-0.9383291598485297,-0.9090389692621433,-0.9314575409802047
1740862500,-0.9314757740067168,-0.950304592102029,-0.908419225772486,-0.9326334790848843
1740862560,-0.9325918354774777,-0.9446562678144768,-0.9080670987897252,-0.9258313460961296
1740862620,-0.9257933663921772,-0.9450079692022446,-0.9241522593622377,-0.9461250803337938
1740862680,-0.9460338629076568,-0.9641440417106941,-0.9279305818872651,-0.9511914723476727
1740862740,-0.9511635208347872,-0.9579927844386362,-0.9266417971303592,-0.9354008064809296
1740862800,-0.9353168562294284,-0.9429751351809464,-0.9123383990906107,-0.9206874970813432
1740862860,-0.9208890331783864,-0.9439317629556756,-0.9193069920794504,-0.9419142361026643
1740862920,-0.9419639352729562,-0.9652765201793073,-0.9406775786632062,-0.9536348886490161
1740862980,-0.9535928029004805,-0.969254262874967,-0.9361773958235232,-0.9569479358241808
1740863040,-0.9564832964887958,-0.965431268789926,-0.9342054847200605,-0.9518533776281533
1740863100,-0.9515930460695916,-0.9697888489843706,-0.9343568993226503,-0.9486987652275704
1740863160,-0.9485793280286717,-0.9549118802817859,-0.929032739343303,-0.9343586577414498
1740863220,-0.9344120366774257,-0.9499212375893631,-0.9340787190062664,-0.958641427525831
1740863280,-0.957969031317381,-0.9808779937406932,-0.9521533970313806,-0.9718513669532642
1740863340,-0.9716997560365291,-0.9819788190844084,-0.9505793894184392,-0.9598807395403464
1740863400,-0.9598842913807707,-0.9827666301930105,-0.9606431785857444,-0.9776712043396031
1740863460,-0.9772237322120026,-0.9960081874424712,-0.9627981957202391,-0.9827446378990203
1740863520,-0.982589276948405,-0.9970210874392446,-0.9744359925004856,-0.9863111807135126
1740863580,-0.9862120758550754,-1.0094748335801031,-0.9804538426358671,-0.9932435822947004
1740863640,-0.992338091499001,-1.0145182314806993,-0.9800911518436238,-0.9987183839497271
1740863700,-0.9988795495831497,-1.0148277287019316,-0.9763233931280839,-0.9998696766450298
1740863760,-0.9996012928055675,-1.0145815377304952,-0.9842532927798593,-1.0074252550062393
1740863820,-1.0061603543829418,-1.0163752148081135,-1.0048034234937817,-1.0013061519345805
1740863880,-1.00154471845812,-0.990039814892049,-0.9770311683634314,-0.9834804794076367
1740863940,-0.9834940965004129,-0.9848311173392066,-0.9589776179572871,-0.9690136241018498
1740864000,-0.96896769388728,-0.9802730673537319,-0.9444488586485719,-0.9633803876722414
1740864060,-0.9631867067106545,-0.9865333520560022,-0.9670413258625081,-0.9798892911837623
1740864120,-0.9799663564571841,-0.9973833398686451,-0.9651363188857708,-0.9788858709447363
1740864180,-0.979054495507888,-0.9829811680395492,-0.9577170033590027,-0.9674961710386248
1740864240,-0.9673587346060901,-0.9807935854076322,-0.9436636154770166,-0.9606623510949549
1740864300,-0.9605320999316215,-0.9644957430984621,-0.9371703939149061,-0.9581309154743988
1740864360,-0.9580887350713415,-0.9714770156456577,-0.9420543951658022,-0.950219739063567
1740864420,-0.9500228144735022,-0.9531709584123356,-0.9257755647527652,-0.9330383679532603
1740864480,-0.9363484209326902,-0.9525554809837417,-0.9218634339742923,-0.9411396660935942
1740864540,-0.941097843406059,-0.9511064712661395,-0.9172857831984014,-0.9306864917439013
1740864600,-0.9306132028384585,-0.939602318872248,-0.9145884905104573,-0.9205607492616769
1740864660,-0.9205862530948358,-0.9117721880581747,-0.9062043470509176,-0.9177687764562547
1740864720,-0.9182696333858097,-0.9354311404133201,-0.903496490553491,-0.9179342527763747
1740864780,-0.917963332603615,-0.932867237296494,-0.9010844207215772,-0.9183391416447508
1740864840,-0.9184175027289384,-0.9265084762056491,-0.8938904664637708,-0.9070022533301649
1740864900,-0.9068132799919381,-0.8946795006126509,-0.8822843611119766,-0.8841242718804191
1740864960,-0.8844920505767043,-0.8802738117696791,-0.8694282049713804,-0.8866768321375854
1740865020,-0.8866361560520829,-0.9036021648203219,-0.8746572906653757,-0.8991227638742485
1740865080,-0.8985220346807591,-0.9199070411572435,-0.8856471737973436,-0.9090337392175939
1740865140,-0.9092496034549248,-0.9269762390513812,-0.8979082353370731,-0.9181912691884743
1740865200,-0.9181780952210172,-0.9250348473909007,-0.9025316626207245,-0.9122904540284612
1740865260,-0.9124640013186655,-0.9122962231259456,-0.8889325185465028,-0.8930494308485769
1740865320,-0.892881875449969,-0.9163021019326222,-0.8871683623628677,-0.9086147672581409
1740865380,-0.9100276778556787,-0.9276479887020191,-0.889495921718917,-0.9129558800817086
1740865440,-0.9128160711832589,-0.9330712241014001,-0.8978237248612139,-0.9097097275891463
1740865500,-0.9096932114843107,-0.9225588696210166,-0.8892529541008113,-0.9062347248666333
1740865560,-0.9061936370302552,-0.9000921849703992,-0.8819604042878373,-0.888641423342412
1740865620,-0.8888788410895421,-0.8957099856788137,-0.8646920970532431,-0.8766848790205659
1740865680,-0.8766338511989791,-0.8733241923473815,-0.8610264551627067,-0.8532259700640136
1740865740,-0.8527494315849543,-0.8762116607409585,-0.8445539549091502,-0.8605597397408107
1740865800,-0.8605090514005937,-0.8807521256570386,-0.8553008704230123,-0.8771953910719981
1740865860,-0.8773027839417047,-0.8835024305093864,-0.8529873961462763,-0.8646579192433507
1740865920,-0.8646177067203997,-0.844505780633676,-0.8400819422280886,-0.831122558623338
1740865980,-0.8321392617116453,-0.8461833962533304,-0.8203839588124469,-0.826380077704161
1740866040,-0.826280819164809,-0.8464717913913026,-0.8142921620106885,-0.8305064233888495
1740866100,-0.8304986161426433,-0.8483991149962694,-0.8121688363046411,-0.8284397297737386
1740866160,-0.828255931105179,-0.8377003587803694,-0.8144611829624123,-0.8201342268128359
1740866220,-0.8198203371495205,-0.7353587719537759,-0.8020240579312972,-0.7319775974622328
1740866280,-0.7313522215744553,-0.7519028052343825,-0.7364826626300268,-0.7610697428483882
1740866340,-0.760461357979047,-0.7572732854255951,-0.7529481203439216,-0.7465395136327707
1740866400,-0.7468186507260473,-0.7663049770634784,-0.7648570549008954,-0.783602688566822
1740866460,-0.7834233545478384,-0.8061175741588078,-0.7873086713217242,-0.804090065306755
1740866520,-0.8041356246818772,-0.7772393732091823,-0.7813189913449643,-0.7646362856628858
1740866580,-0.7645946581893771,-0.7606953399285808,-0.7440674778386929,-0.7371496126591678
1740866640,-0.7363551343503267,-0.7425967865140406,-0.7142423223988513,-0.7242776674175082
1740866700,-0.724194641227268,-0.7330762299471602,-0.7297253458308456,-0.7504264467691983
1740866760,-0.7512476896226347,-0.7463670253909133,-0.7343206029558754,-0.7255134586592569
1740866820,-0.7255113825208446,-0.733779632722696,-0.702157324350497,-0.7124971617340925
1740866880,-0.7124883182295326,-0.7253036292774918,-0.7006607846737636,-0.7062161031150803
1740866940,-0.7021304228131912,-0.7167994897212604,-0.6884666272607594,-0.7027164549831852
1740867000,-0.7027395036789366,-0.7263587334407956,-0.7096224163850309,-0.7318860573702484
1740867060,-0.7305530229818266,-0.7433810806087616,-0.718418548414395,-0.7247917002417122
1740867120,-0.7247614737092638,-0.748357655245681,-0.7213799363394149,-0.7410787950688158
1740867180,-0.741041184248066,-0.7646168104021913,-0.7404616975352253,-0.7541197374033621
1740867240,-0.7539515861827105,-0.7774503940418451,-0.7593533101603419,-0.768216911568455
1740867300,-0.7681787294109369,-0.7893027308096235,-0.7744842066095753,-0.7917110282526892
1740867360,-0.7917498068454736,-0.8113368227532827,-0.7909285367045052,-0.8123955682676577
1740867420,-0.8125254495551419,-0.8309090049825715,-0.8169155080322558,-0.8280454032236676
1740867480,-0.8280446891864259,-0.8331528598365274,-0.8037424376071717,-0.8213805803728845
1740867540,-0.8211405991417463,-0.8370250921158556,-0.8198522470684798,-0.8341081739310341
1740867600,-0.8338573626508635,-0.8571072413574017,-0.8287962724306029,-0.8499868591169898
1740867660,-0.8502602976422755,-0.855000550044675,-0.8270004248185258,-0.8315556136738678
1740867720,-0.8315160980513184,-0.8211879786246659,-0.8069749633089188,-0.8022944711948203
1740867780,-0.8023506304683854,-0.8215115439014118,-0.8035311614175131,-0.8279221761767679
1740867840,-0.8277207849109953,-0.847797705623184,-0.8428637453919023,-0.847082221582973
1740867900,-0.8467783266814455,-0.848064998677891,-0.8426700755513828,-0.8416848769288537
1740867960,-0.841645148055671,-0.8517121420690428,-0.8277539765616337,-0.8326822609597885
1740868020,-0.8323857106168598,-0.8164189078065284,-0.8088940553649644,-0.7929327364033609
1740868080,-0.7936404220183444,-0.7921585460782976,-0.7913158763855441,-0.771501792561471
1740868140,-0.7713966479733216,-0.7942230332244937,-0.7841395284768767,-0.7982174163288906
1740868200,-0.799558716442161,-0.8077213324870287,-0.7818612668984137,-0.8064454622888858
1740868260,-0.8064099960071486,-0.8282712445743119,-0.8258348845055883,-0.8439381715007003
1740868320,-0.8438983951890728,-0.8440450518157008,-0.820362831193482,-0.8421813058892142
1740868380,-0.8420253835094327,-0.8425468039038112,-0.8231164641986742,-0.8476948360446948
1740868440,-0.8476549806442852,-0.8702397711766552,-0.8614595713515011,-0.865752879574356
1740868500,-0.8657584130816847,-0.8763523412960635,-0.8412826952393043,-0.8545110521245212
1740868560,-0.8544710532228165,-0.8694695451374478,-0.8362226304970328,-0.8460400728434982
1740868620,-0.8460002522806966,-0.862403864257186,-0.8717170303593258,-0.8782621852208548
1740868680,-0.8782216862882941,-0.8647039913331912,-0.863850513564445,-0.8448676555115854
1740868740,-0.8447996940424315,-0.8499606691579599,-0.8212396273805583,-0.8356045023576488
1740868800,-0.8356036291792497,-0.8447027334108251,-0.8250461200642021,-0.826499783978294
1740868860,-0.8264709368916924,-0.8373381063509688,-0.804048788082172,-0.8155255352588586
1740868920,-0.8153842568556399,-0.8131445678864097,-0.79118911067175,-0.7946684773782366
1740868980,-0.7945839692554527,-0.7726883572514645,-0.7717305736043831,-0.7529367577531442
1740869040,-0.7547437433780461,-0.7746754700923563,-0.7420357051481614,-0.7625695920477747
1740869100,-0.7629680954149515,-0.774014271483351,-0.7454583794205971,-0.7636011784689444
1740869160,-0.7635630934861153,-0.7871186651915825,-0.7653218625181369,-0.7751880416500965
1740869220,-0.7748750982355075,-0.7941351078775517,-0.7521980898706393,-0.7706251201421114
1740869280,-0.7709988090263344,-0.7695124937199204,-0.7494691057542429,-0.7479971135589317
1740869340,-0.7479628777859763,-0.7526378611348162,-0.7241476544239152,-0.7348575895868676
1740869400,-0.7348412339325734,-0.7583987298664515,-0.7435745000628298,-0.7590629023703414
1740869460,-0.7590073094382741,-0.777598108624707,-0.7389898067472823,-0.7605627515697279
1740869520,-0.7605212098560273,-0.7775734895275608,-0.7376094689748605,-0.7621963901343141
1740869580,-0.7621055242466983,-0.7427058139442478,-0.7375531286576175,-0.726002846074079
1740869640,-0.725965552646173,-0.7354326292452094,-0.7121894220893551,-0.7196232058175439
1740869700,-0.7189804865326384,-0.7411196406854162,-0.7066856773488016,-0.71880990730802
1740869760,-0.7187657239152361,-0.703579034555065,-0.694206297079762,-0.7025826656179804
1740869820,-0.702542344554765,-0.7261617806636463,-0.7311021623334417,-0.7411879390246386
1740869880,-0.7415657683463122,-0.7424525889450545,-0.7210348518963056,-0.7402091641949946
1740869940,-0.7401715716825195,-0.7546425590450924,-0.7156156176316165,-0.7364172919233181
1740870000,-0.7368409907634674,-0.7262778421216104,-0.7126507084367709,-0.7229116075833317
1740870060,-0.7222758604652291,-0.7354677993839831,-0.7193199934902619,-0.7288018604250396
1740870120,-0.7299298593214946,-0.7508582521127113,-0.7254082690221996,-0.731065717315186
1740870180,-0.7310283172990247,-0.7478160351085156,-0.7284682525023869,-0.7485041048375973
1740870240,-0.7484311307058863,-0.7656824656071277,-0.733538881054146,-0.7484055232000745
1740870300,-0.7482973441573391,-0.7674796596986221,-0.7653922879146882,-0.7854158865426053
1740870360,-0.7853773422963336,-0.7921550290644217,-0.7711178726543826,-0.783233007426133
1740870420,-0.7831980298344987,-0.8033461672231947,-0.7959991652562591,-0.8055194990507673
1740870480,-0.8052833724404502,-0.8134329630243818,-0.7932349684415897,-0.8122406542658477
1740870540,-0.8096032696790145,-0.8298785199164087,-0.8169295931115639,-0.8183527157919731
1740870600,-0.8182677090466618,-0.8269347793007927,-0.7958688782726393,-0.8131102851396689
1740870660,-0.812993702475052,-0.8109147810879622,-0.7890376148070811,-0.7880494245734457
1740870720,-0.7880636353631788,-0.8037611748607636,-0.7714347869388652,-0.795953559438739
1740870780,-0.7959570417273706,-0.8194646418245999,-0.7862663754527499,-0.8065193985170267
1740870840,-0.8064804099800714,-0.8234459015341354,-0.7900763894062246,-0.800386212354286
1740870900,-0.8003508736374966,-0.8238679431994559,-0.8246869505417846,-0.846448482484641
1740870960,-0.8474296559309457,-0.8583452302423463,-0.8316344159116595,-0.8373437641052862
1740871020,-0.8365295729231272,-0.8544307937964876,-0.8484414367988327,-0.858859206493622
1740871080,-0.8588191160505437,-0.8634202812678351,-0.8411312806367196,-0.8424981754383777
1740871140,-0.8425710917995537,-0.8448328629243028,-0.8228840603900508,-0.8373261602414478
1740871200,-0.83717034007669,-0.8574624597590506,-0.8284758368762944,-0.8526626464210558
1740871260,-0.8525557931594268,-0.8632127774490533,-0.8447898799876045,-0.8639643270079547
1740871320,-0.8628362332055572,-0.8749666378282571,-0.844082104752252,-0.8686575171083728
1740871380,-0.870835260529123,-0.8814977325991101,-0.8632871103920307,-0.8813041328928432
1740871440,-0.8812882148089061,-0.8967721238698692,-0.8657132653032527,-0.8733718318454011
1740871500,-0.87333143586909,-0.8818705360701433,-0.8534064272557625,-0.8620032565758999
1740871560,-0.8625123289301319,-0.8814660794742123,-0.8487653936229721,-0.8605703020591158
1740871620,-0.8604984893046563,-0.8807802617680607,-0.8464519193462361,-0.8622074613964739
1740871680,-0.862206028147937,-0.8846102898808533,-0.8549346583609433,-0.8795085387809085
1740871740,-0.8809783933280622,-0.9034931373901146,-0.8677485592636098,-0.8872683219626919
1740871800,-0.8866748837371884,-0.8758634763670664,-0.862251857062713,-0.8532435739278572
1740871860,-0.8532036017102776,-0.87403814616455,-0.8511211231376429,-0.8632073608627281
1740871920,-0.863167178878276,-0.8572408878847552,-0.8386311790591157,-0.8410300131939116
1740871980,-0.8408248252711674,-0.8485995847872945,-0.8211445530952115,-0.8308092098469412
1740872040,-0.8308612481031743,-0.8398809073845296,-0.8088201086985823,-0.8185815660219239
1740872100,-0.8185211993491696,-0.8367015268391046,-0.8087391194925487,-0.8324393276387608
1740872160,-0.8323857106168598,-0.8525456743580512,-0.8175246877124305,-0.8336575150166607
1740872220,-0.8337235761023163,-0.8444917125781675,-0.8176338470770855,-0.8422129928441295
1740872280,-0.8421732528525614,-0.8567379549002444,-0.8199050661158919,-0.8341116947038008
1740872340,-0.8341249357479528,-0.8470556156949934,-0.8098025429804879,-0.8332631884665898
1740872400,-0.8332658852783437,-0.8484342851350432,-0.8181549950115753,-0.842734067213872
1740872460,-0.8426943162521635,-0.866167069106307,-0.8467300996626148,-0.8646156699701302
1740872520,-0.8645648962407128,-0.881413324266044,-0.8424623206315552,-0.8659606051676966
1740872580,-0.8656527921223056,-0.8827111023869085,-0.8420890660298244,-0.8606724044694053
1740872640,-0.8606850863328905,-0.8579267055909016,-0.8367472997013432,-0.8396604325869632
1740872700,-0.8393074041547701,-0.8570369010798491,-0.8247256845098886,-0.8434030140398859
1740872760,-0.8435815323109356,-0.8439360243854935,-0.8206973518271038,-0.824887270050318
1740872820,-0.8243902039919433,-0.832143476853635,-0.8042072452244184,-0.8181449901986274
1740872880,-0.8181832122791575,-0.8363814785762397,-0.7961541011286747,-0.8189829341175332
1740872940,-0.8190105764609543,-0.8227636008418648,-0.7955308363691918,-0.8089909810005137
1740873000,-0.8089871474159758,-0.8299558942217181,-0.7883474459208677,-0.8128919972280181
1740873060,-0.8128528745292114,-0.8120507765704512,-0.7883087119527638,-0.8015551089134322
1740873120,-0.8014352488204453,-0.8154306269069013,-0.782188744992384,-0.799157462658081
1740873180,-0.7991186291114192,-0.7951444908604491,-0.7745722383552656,-0.7778215796809369
1740873240,-0.7777550297278802,-0.7889510294218556,-0.7537227997059943,-0.777367399993802
1740873300,-0.7772550905201581,-0.7824058665954942,-0.7603674358706948,-0.7637807378801414
1740873360,-0.7637285663224747,-0.7647574909572964,-0.7395179972214235,-0.755721689013033
1740873420,-0.7556556043273472,-0.7581384708395065,-0.7356974194584665,-0.7374664822083312
1740873480,-0.7374923200129624,-0.7607445781228681,-0.724848387119606,-0.7486202903389535
1740873540,-0.7486036449395389,-0.7716719402408153,-0.7323733407412085,-0.7555210049652258
1740873600,-0.7557506631907838,-0.7787763082737266,-0.7510255070180503,-0.7753253517880679
1740873660,-0.7748152463585273,-0.7918631169125737,-0.7628217609405381,-0.785454615043059
1740873720,-0.7854160699814391,-0.778326130497384,-0.7657092021991759,-0.7579010473567336
1740873780,-0.7584721632440956,-0.7767469912663093,-0.7470852060809556,-0.7664494836386639
1740873840,-0.7664078179920317,-0.7738349037755861,-0.7490324682956226,-0.7513946592805373
1740873900,-0.7513145828969082,-0.7384115399996042,-0.7297323883705022,-0.7471345242306439
1740873960,-0.7472657794540825,-0.7460434601141674,-0.726795649334273,-0.7306537869012715
1740874020,-0.730616395557451,-0.7338640410557621,-0.7068370919513914,-0.7241297949612316
1740874080,-0.724169996336744,-0.7079612338466557,-0.700305136421177,-0.6883340982238392
1740874140,-0.6886250228073826,-0.6933269391016317,-0.7047841916418951,-0.7293792671590742
1740874200,-0.7300882907605606,-0.7532322364801448,-0.7300809940834322,-0.7492012178457599
1740874260,-0.7490895013526745,-0.7695863510113539,-0.7350424632705311,-0.7526093258856705
1740874320,-0.7525644309162163,-0.7760576565462819,-0.7532615133585785,-0.7616647534462665
1740874380,-0.7614894019836596,-0.771678974268572,-0.7519692073318468,-0.7708293249626853
1740874440,-0.7710551402046655,-0.7833624943702233,-0.7511980492395998,-0.7624639688647186
1740874500,-0.7629399298257833,-0.7723647919747185,-0.758247631434473,-0.7494406303940158
1740874560,-0.7472059275771021,-0.7607058909702135,-0.7484479375042384,-0.7704173945487708
1740874620,-0.770336917680897,-0.7837317808273807,-0.7794808884949523,-0.7680479144755682
1740874680,-0.767713997189676,-0.774742293356028,-0.7433139260955849,-0.7552217392799008
1740874740,-0.7549585059954483,-0.774302666621318,-0.7518459628878784,-0.7712905461953586
1740874800,-0.7709952883276853,-0.7932593714220129,-0.777410381836317,-0.7982702279204161
1740874860,-0.7985025068483804,-0.8219019324418344,-0.8104962331365272,-0.825471718329886
1740874920,-0.8257562350665679,-0.8304799292894941,-0.8016543245994024,-0.8163106675862389
1740874980,-0.8163278040927532,-0.8177870262049455,-0.7982351715967925,-0.8157191777611275
1740875040,-0.8157891371999204,-0.8244447334753952,-0.8045593722071793,-0.8196589224890857
1740875100,-0.8218658630628082,-0.8342009299720795,-0.8020029303123324,-0.8162648975402468
1740875160,-0.8161693726536821,-0.8396698865518668,-0.8092778737761724,-0.8265525955698195
1740875220,-0.8263653159323133,-0.8449629924377753,-0.8195599816727878,-0.8226163716146332
1740875280,-0.8225770441892886,-0.818560769258039,-0.8052213709347662,-0.8039351513049399
1740875340,-0.8042060386547948,-0.8030999762517582,-0.7824352338803156,-0.787545954067552
1740875400,-0.7874897614838948,-0.8013977415349627,-0.7767765532673465,-0.7862608720070445
1740875460,-0.7862821618483363,-0.7691889284431744,-0.7622618790379445,-0.7513946592805373
1740875520,-0.751649049268271,-0.7437292649826538,-0.732767722961899,-0.726168322394199
1740875580,-0.726148628975758,-0.7275510011453287,-0.7196897268221618,-0.7408393825205599
1740875640,-0.7409144390968121,-0.7500704410041092,-0.7365037902489916,-0.7579397758571873
1740875700,-0.7579018100634506,-0.7554901593896144,-0.7356727705696758,-0.73339646888794
